"kegg_id","GeneName","GeneID"
"ecs:ECs_4888","acetylglutamate kinase","ECs_4888"
"ecs:ECs_R0052","tRNA-Ser","ECs_R0052"
"ecs:ECs_1333","membrane protein","ECs_1333"
"ecs:ECs_0784","aldose 1-epimerase","ECs_0784"
"ecs:ECs_R0032","tRNA-Gln","ECs_R0032"
"ecs:ECs_0502","multidrug ABC transporter ATPase","ECs_0502"
"ecs:ECs_2392","hypothetical protein","ECs_2392"
"ecs:ECs_3675","N-acetylglutamate synthase","ECs_3675"
"ecs:ECs_0928","inner membrane protein","ECs_0928"
"ecs:ECs_0629","ferrienterobactin ABC transporter permease","ECs_0629"
"ecs:ECs_2201","hypothetical protein","ECs_2201"
"ecs:ECs_1440","dihydroorotase","ECs_1440"
"ecs:ECs_3009","hypothetical protein","ECs_3009"
"ecs:ECs_2455","exonuclease III","ECs_2455"
"ecs:ECs_0957","pyruvate dehydrogenase","ECs_0957"
"ecs:ECs_0271","pseudogene","ECs_0271"
"ecs:ECs_5262","hypothetical protein","ECs_5262"
"ecs:ECs_0980","anaerobic dimethyl sulfoxide reductase subunit B","ECs_0980"
"ecs:ECs_3307","coproporphyrinogen III oxidase","ECs_3307"
"ecs:ECs_0584","N5-carboxyaminoimidazole ribonucleotide synthase","ECs_0584"
"ecs:ECs_1531","hypothetical protein","ECs_1531"
"ecs:ECs_1206","Shiga toxin 2 subunit B","ECs_1206"
"ecs:ECs_5261","ATP-dependent helicase","ECs_5261"
"ecs:ECs_2957","phage protease/scaffold protein","ECs_2957"
"ecs:ECs_0208","hydroxyacylglutathione hydrolase","ECs_0208"
"ecs:ECs_3752","chlorohydrolase","ECs_3752"
"ecs:ECs_2438","catalase HPII","ECs_2438"
"ecs:ECs_1431","pseudogene","ECs_1431"
"ecs:ECs_4189","bacterioferritin","ECs_4189"
"ecs:ECs_R0121","tRNA-Glu","ECs_R0121"
"ecs:ECs_2244","phage minor tail protein","ECs_2244"
"ecs:ECs_3361","phosphoribosylaminoimidazole synthetase","ECs_3361"
"ecs:ECs_1704","dihydroxyacetone kinase","ECs_1704"
"ecs:ECs_0501","transcriptional regulator","ECs_0501"
"ecs:ECs_1165","hypothetical protein","ECs_1165"
"ecs:ECs_2221","transposase","ECs_2221"
"ecs:ECs_1396","AidA-I family adhesin","ECs_1396"
"ecs:ECs_1848","hypothetical protein","ECs_1848"
"ecs:ECs_5259","hypothetical protein","ECs_5259"
"ecs:ECs_2968","phage endolysin","ECs_2968"
"ecs:ECs_2531","Mn(2+) efflux pump","ECs_2531"
"ecs:ECs_5306","restriction-modification system protein HsdS","ECs_5306"
"ecs:ECs_2961","phage portal protein","ECs_2961"
"ecs:ECs_1692","inner membrane protein","ECs_1692"
"ecs:ECs_0653","apo-citrate lyase phosphoribosyl-dephospho-CoA transferase","ECs_0653"
"ecs:ECs_4664","phosphate ABC transporter periplasmic binding protein","ECs_4664"
"ecs:ECs_2025","regulatory peptide","ECs_2025"
"ecs:ECs_4212","cell filamentation protein Fic","ECs_4212"
"ecs:pO157p67","replication protein","pO157p67"
"ecs:ECs_R0073","tRNA-Asn","ECs_R0073"
"ecs:ECs_1123","phage tail fiber protein","ECs_1123"
"ecs:ECs_5256","HNH endonuclease","ECs_5256"
"ecs:ECs_3603","inner membrane protein","ECs_3603"
"ecs:ECs_5725","hypothetical protein","ECs_5725"
"ecs:ECs_3371","exonuclease VII large subunit","ECs_3371"
"ecs:ECs_3196","amidophosphoribosyltransferase","ECs_3196"
"ecs:ECs_2456","TVP38/TMEM64 family inner membrane protein","ECs_2456"
"ecs:ECs_1974","phage portal protein","ECs_1974"
"ecs:ECs_4842","sulfate transporter subunit","ECs_4842"
"ecs:ECs_2157","hypothetical protein","ECs_2157"
"ecs:ECs_1054","membrane protein","ECs_1054"
"ecs:ECs_2917","fimbrial-like adhesin protein","ECs_2917"
"ecs:ECs_3424","membrane-bound lytic transglycosylase F","ECs_3424"
"ecs:ECs_2827","phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase","ECs_2827"
"ecs:ECs_5062","outer membrane factor of efflux pump","ECs_5062"
"ecs:ECs_0946","arginine transporter subunit","ECs_0946"
"ecs:ECs_2743","holin protein","ECs_2743"
"ecs:ECs_2566","murein DD-endopeptidase","ECs_2566"
"ecs:ECs_5280","fructuronate transporter","ECs_5280"
"ecs:pO157p52","plasmid SOS inhibition protein A","pO157p52"
"ecs:ECs_1621","phage holin protein","ECs_1621"
"ecs:ECs_1772","porcine attaching-effacing associated protein Paa/adherence factor AdfO","ECs_1772"
"ecs:ECs_0642","transcriptional regulator","ECs_0642"
"ecs:ECs_1181","phage early gene regulator N","ECs_1181"
"ecs:ECs_2953","phage minor tail protein","ECs_2953"
"ecs:ECs_R0065","tRNA-Val","ECs_R0065"
"ecs:ECs_4213","antitoxin for Fic","ECs_4213"
"ecs:ECs_1167","hypothetical protein","ECs_1167"
"ecs:ECs_4347","nickel ABC transporter ATPase","ECs_4347"
"ecs:ECs_5055","formate-dependent nitrite reductase membrane subunit","ECs_5055"
"ecs:ECs_2271","hypothetical protein","ECs_2271"
"ecs:ECs_R0037","tRNA-Met","ECs_R0037"
"ecs:ECs_1213","phage endolysin","ECs_1213"
"ecs:ECs_0067","L-ribulokinase","ECs_0067"
"ecs:ECs_2715","T3SS secreted effector TccP","ECs_2715"
"ecs:ECs_0665","TatABCE protein translocation system subunit TatE","ECs_0665"
"ecs:ECs_1782","S lysis protein","ECs_1782"
"ecs:ECs_3423","phosphoribosylformyl-glycineamide synthetase","ECs_3423"
"ecs:ECs_5214","anaerobic ribonucleotide reductase activating protein","ECs_5214"
"ecs:ECs_0947","arginine ABC transporter ATPase","ECs_0947"
"ecs:ECs_0131","ABC transporter ATPase","ECs_0131"
"ecs:ECs_3932","inner membrane protein","ECs_3932"
"ecs:ECs_0585","N5-carboxyaminoimidazole ribonucleotide mutase","ECs_0585"
"ecs:ECs_1805","phage minor tail protein","ECs_1805"
"ecs:ECs_5215","anaerobic ribonucleoside-triphosphate reductase","ECs_5215"
"ecs:ECs_3656","serine transporter","ECs_3656"
"ecs:ECs_2457","ferrodoxin-like lipoprotein","ECs_2457"
"ecs:ECs_3010","hypothetical protein","ECs_3010"
"ecs:ECs_4032","inner membrane permease","ECs_4032"
"ecs:ECs_0173","uridylate kinase","ECs_0173"
"ecs:ECs_1693","TonB dependent outer membrane receptor","ECs_1693"
"ecs:ECs_3045","GTP cyclohydrolase I","ECs_3045"
"ecs:ECs_3587","formate hydrogenlyase transcriptional activator","ECs_3587"
"ecs:ECs_1272","diguanylate phosphodiesterase","ECs_1272"
"ecs:ECs_2940","hypothetical protein","ECs_2940"
"ecs:ECs_4252","transcriptional regulator","ECs_4252"
"ecs:ECs_2064","4-oxalocrotonate tautomerase","ECs_2064"
"ecs:ECs_2169","phage major tail protein","ECs_2169"
"ecs:ECs_1065","hypothetical protein","ECs_1065"
"ecs:ECs_5112","dipeptide and tripeptide permease D","ECs_5112"
"ecs:ECs_2241","phage minor tail protein","ECs_2241"
"ecs:ECs_1210","hypothetical protein","ECs_1210"
"ecs:ECs_4466","L-threonine dehydrogenase","ECs_4466"
"ecs:ECs_4094","hypothetical protein","ECs_4094"
"ecs:ECs_1254","malonic semialdehyde reductase","ECs_1254"
"ecs:ECs_3802","ABC transporter ATP-binding protein","ECs_3802"
"ecs:ECs_4521","inner membrane protein","ECs_4521"
"ecs:ECs_1388","transcriptional regulator PchD","ECs_1388"
"ecs:ECs_2909","hypothetical protein","ECs_2909"
"ecs:ECs_3172","NADH-quinone oxidoreductase subunit A","ECs_3172"
"ecs:ECs_3657","L-serine dehydratase 3","ECs_3657"
"ecs:ECs_3577","hydrogenase-4 component G","ECs_3577"
"ecs:ECs_0038","carnitine operon protein CaiE","ECs_0038"
"ecs:ECs_5044","transcriptional regulator","ECs_5044"
"ecs:ECs_3916","ABC-type iron-siderophore transport system ATP-binding protein","ECs_3916"
"ecs:ECs_4198","FKBP-type peptidyl-prolyl cis-trans isomerase","ECs_4198"
"ecs:ECs_3770","iron-sulfur cluster repair protein","ECs_3770"
"ecs:ECs_2180","phage DNA packaging protein","ECs_2180"
"ecs:ECs_2691","hypothetical protein","ECs_2691"
"ecs:ECs_R0087","tRNA-Arg","ECs_R0087"
"ecs:ECs_0614","phenylalanine transporter","ECs_0614"
"ecs:ECs_1127","pseudogene","ECs_1127"
"ecs:ECs_0982","isochorismatase family hydrolase","ECs_0982"
"ecs:ECs_3043","transcriptional repressor","ECs_3043"
"ecs:ECs_4399","cytoplasmic trehalase","ECs_4399"
"ecs:ECs_2916","periplasmic pilin chaperone","ECs_2916"
"ecs:ECs_3104","outer membrane porin OmpC","ECs_3104"
"ecs:ECs_2758","hypothetical protein","ECs_2758"
"ecs:ECs_1681","Na(+)/H(+) antiporter","ECs_1681"
"ecs:ECs_4188","leader peptidase HopD","ECs_4188"
"ecs:ECs_3338","phosphoribosylaminoimidazole-succinocarboxamide synthetase","ECs_3338"
"ecs:ECs_1137","colanic acid production tyrosine-protein kinase","ECs_1137"
"ecs:ECs_5124","molecular chaperone GroEL","ECs_5124"
"ecs:ECs_3803","ABC transporter ATP-binding protein","ECs_3803"
"ecs:ECs_0846","T3SS secreted effector NleB","ECs_0846"
"ecs:ECs_1992","phage tail fiber protein","ECs_1992"
"ecs:ECs_0317","hypothetical protein","ECs_0317"
"ecs:ECs_2562","glucose-6-phosphate 1-dehydrogenase","ECs_2562"
"ecs:ECs_2151","NAD-dependent D-mannonate oxidoreductase","ECs_2151"
"ecs:ECs_0600","bacteriophage N4 receptor","ECs_0600"
"ecs:ECs_3566","anaerobic nitric oxide reductase flavorubredoxin","ECs_3566"
"ecs:ECs_0204","LysR family transcriptional regulator","ECs_0204"
"ecs:ECs_3572","cryptic 6-phospho-beta-glucosidase","ECs_3572"
"ecs:ECs_3605","sulfate adenylyltransferase subunit 1","ECs_3605"
"ecs:ECs_1667","pseudogene","ECs_1667"
"ecs:ECs_R0035","tRNA-Gln","ECs_R0035"
"ecs:ECs_1169","hypothetical protein","ECs_1169"
"ecs:ECs_4929","IMP cyclohydrolase and phosphoribosylaminoimidazolecarboxamide formyltransferase","ECs_4929"
"ecs:ECs_3117","ribonucleoside-diphosphate reductase 1 alpha subunit","ECs_3117"
"ecs:ECs_0485","cytochrome o ubiquinol oxidase subunit I","ECs_0485"
"ecs:ECs_5282","NAD-dependent D-mannonate oxidoreductase","ECs_5282"
"ecs:ECs_5350","lytic murein transglycosylase","ECs_5350"
"ecs:ECs_4210","acetylornithine delta-aminotransferase","ECs_4210"
"ecs:ECs_4596","transporter","ECs_4596"
"ecs:ECs_2868","inner membrane protein","ECs_2868"
"ecs:ECs_1271","diguanylate cyclase","ECs_1271"
"ecs:ECs_2946","phage tail assembly protein","ECs_2946"
"ecs:ECs_2578","hypothetical protein","ECs_2578"
"ecs:ECs_0630","enterobactin exporter","ECs_0630"
"ecs:ECs_3333","ArsC family reductase","ECs_3333"
"ecs:ECs_0405","2-keto-4-pentenoate hydratase","ECs_0405"
"ecs:ECs_1612","phage replication protein","ECs_1612"
"ecs:ECs_0749","succinate dehydrogenase iron-sulfur subunit","ECs_0749"
"ecs:ECs_3665","l-fucose operon activator","ECs_3665"
"ecs:ECs_1811","pseudogene","ECs_1811"
"ecs:ECs_1804","phage minor tail protein","ECs_1804"
"ecs:ECs_5341","thymidine phosphorylase","ECs_5341"
"ecs:ECs_0913","membrane-anchored diguanylate cyclase","ECs_0913"
"ecs:ECs_2895","PTS system EIIC permease component","ECs_2895"
"ecs:ECs_2627","hypothetical protein","ECs_2627"
"ecs:ECs_2765","phage antirepressor protein Cro","ECs_2765"
"ecs:ECs_3549","S-ribosylhomocysteine lyase","ECs_3549"
"ecs:ECs_R0034","tRNA-Gln","ECs_R0034"
"ecs:ECs_4530","xanthine permease","ECs_4530"
"ecs:ECs_2391","Fe-S cluster assembly protein","ECs_2391"
"ecs:ECs_3265","Xaa-Pro aminopeptidase","ECs_3265"
"ecs:ECs_0788","molybdate ABC transporter ATPase","ECs_0788"
"ecs:ECs_5340","2-deoxyribose-5-phosphate aldolase","ECs_5340"
"ecs:ECs_1364","hypothetical protein","ECs_1364"
"ecs:ECs_2315","two-component system sensor histidine kinase RstB","ECs_2315"
"ecs:ECs_1393","transposase","ECs_1393"
"ecs:ECs_3750","molybdenum cofactor cytidylyltransferase","ECs_3750"
"ecs:ECs_2915","fimbrial assembly protein","ECs_2915"
"ecs:ECs_1166","hypothetical protein","ECs_1166"
"ecs:ECs_5232","RNase E inhibitor protein","ECs_5232"
"ecs:ECs_3578","hydrogenase 3 membrane subunit","ECs_3578"
"ecs:pO157p53","small toxic polypeptide","pO157p53"
"ecs:ECs_0144","periplasmic pilin chaperone","ECs_0144"
"ecs:ECs_5781","transcriptional regulator","ECs_5781"
"ecs:ECs_5008","glucosephosphate isomerase","ECs_5008"
"ecs:ECs_1860","oxidoreductase","ECs_1860"
"ecs:ECs_3502","serine/threonine-specific protein phosphatase 1","ECs_3502"
"ecs:ECs_1688","lytic murein endotransglycosylase E","ECs_1688"
"ecs:ECs_3690","lipoprotein","ECs_3690"
"ecs:ECs_0613","copper/silver efflux system","ECs_0613"
"ecs:ECs_4651","adenine permease","ECs_4651"
"ecs:ECs_0511","hypothetical protein","ECs_0511"
"ecs:ECs_2910","outer membrane protein","ECs_2910"
"ecs:ECs_0132","ABC transporter permease","ECs_0132"
"ecs:ECs_1261","proline:sodium symporter","ECs_1261"
"ecs:ECs_2259","phage endolysin","ECs_2259"
"ecs:ECs_2887","two-component regulatory system response regulator BaeR","ECs_2887"
"ecs:ECs_0813","serine/threonine-specific protein phosphatase","ECs_0813"
"ecs:ECs_5040","excinuclease ABC system protein UvrA","ECs_5040"
"ecs:ECs_3857","T3SS secreted effector NleB","ECs_3857"
"ecs:ECs_0516","multidrug efflux system","ECs_0516"
"ecs:ECs_2061","type IV secretion protein Rhs","ECs_2061"
"ecs:ECs_5087","phosphonate ABC transporter periplasmic binding protein","ECs_5087"
"ecs:ECs_2977","recombination endonuclease","ECs_2977"
"ecs:ECs_3859","pseudogene","ECs_3859"
"ecs:ECs_3887","oxidoreductase","ECs_3887"
"ecs:ECs_2746","hypothetical protein","ECs_2746"
"ecs:ECs_4782","Cpx stress response Thr/Ser protein kinase","ECs_4782"
"ecs:ECs_0890","Fe-binding and storage protein","ECs_0890"
"ecs:ECs_5104","fumarate hydratase","ECs_5104"
"ecs:ECs_3956","methionyl-tRNA synthetase","ECs_3956"
"ecs:ECs_R0036","tRNA-Leu","ECs_R0036"
"ecs:ECs_4494","L-threonine 3-dehydrogenase","ECs_4494"
"ecs:ECs_2409","phosphoenolpyruvate synthase","ECs_2409"
"ecs:ECs_5342","phosphopentomutase","ECs_5342"
"ecs:ECs_1253","pyrimidine utilization flavin reductase protein F","ECs_1253"
"ecs:ECs_4260","mal regulon transcriptional activator","ECs_4260"
"ecs:ECs_2970","hypothetical protein","ECs_2970"
"ecs:ECs_4699","hypothetical protein","ECs_4699"
"ecs:ECs_4054","preprotein translocase membrane subunit SecG","ECs_4054"
"ecs:ECs_5750","hypothetical protein","ECs_5750"
"ecs:pO157p77","transposase","pO157p77"
"ecs:pO157p36","hypothetical protein","pO157p36"
"ecs:ECs_3565","anaerobic nitric oxide reductase DNA-binding transcriptional activator","ECs_3565"
"ecs:ECs_5231","ornithine carbamoyltransferase 1","ECs_5231"
"ecs:ECs_2722","phage tail assembly protein","ECs_2722"
"ecs:ECs_0683","hypothetical protein","ECs_0683"
"ecs:ECs_5193","hypothetical protein","ECs_5193"
"ecs:ECs_2668","inner membrane protein","ECs_2668"
"ecs:ECs_R0100","tRNA-Thr","ECs_R0100"
"ecs:ECs_4345","nickel ABC transporter permease","ECs_4345"
"ecs:ECs_0415","periplasmic-iron-binding protein","ECs_0415"
"ecs:ECs_1491","L,D-transpeptidase linking Lpp to murein","ECs_1491"
"ecs:ECs_1615","phage recombinase","ECs_1615"
"ecs:pO157p46","hypothetical protein","pO157p46"
"ecs:ECs_0866","inner membrane protein","ECs_0866"
"ecs:ECs_3308","transcriptional regulator","ECs_3308"
"ecs:ECs_1178","phage regulatory protein CIII","ECs_1178"
"ecs:ECs_3574","hydrogenase 3 maturation protein","ECs_3574"
"ecs:ECs_3100","microcin J25 efflux ABC transporter permease/ATPase","ECs_3100"
"ecs:ECs_1172","hypothetical protein","ECs_1172"
"ecs:ECs_0628","iron-enterobactin ABC transporter permease","ECs_0628"
"ecs:ECs_4873","hypothetical protein","ECs_4873"
"ecs:ECs_5309","hypothetical protein","ECs_5309"
"ecs:ECs_1705","dihydroxyacetone kinase","ECs_1705"
"ecs:ECs_0612","membrane fusion protein of copper/silver efflux system","ECs_0612"
"ecs:ECs_0526","heat shock protein Hsp90","ECs_0526"
"ecs:ECs_0713","chitosugar-induced verified lipoprotein","ECs_0713"
"ecs:ECs_1865","outer membrane channel protein","ECs_1865"
"ecs:ECs_2719","phage host specificity protein","ECs_2719"
"ecs:ECs_4268","thiosulfate:cyanide sulfurtransferase","ECs_4268"
"ecs:ECs_0568","glyoxylate carboligase","ECs_0568"
"ecs:ECs_1842","cob(I)alamin adenosyltransferase/cobinamide ATP-dependent adenosyltransferase","ECs_1842"
"ecs:ECs_4274","glycogen synthase","ECs_4274"
"ecs:ECs_1903","lipid hydroperoxide peroxidase","ECs_1903"
"ecs:ECs_4667","outer membrane usher protein FimD","ECs_4667"
"ecs:ECs_0660","anaerobic C4-dicarboxylate transport","ECs_0660"
"ecs:ECs_1270","poly-beta-1,6-N-acetyl-D-glucosamine export protein","ECs_1270"
"ecs:ECs_5043","membrane-anchored cyclic-di-GMP phosphodiesterase","ECs_5043"
"ecs:ECs_1417","transcriptional regulator","ECs_1417"
"ecs:ECs_1317","membrane-associated metal-dependent hydrolase","ECs_1317"
"ecs:ECs_0599","hypothetical protein","ECs_0599"
"ecs:ECs_4693","D-ribose transporter subunit RbsB","ECs_4693"
"ecs:ECs_1292","ABC transporter ATP-binding protein","ECs_1292"
"ecs:ECs_2483","Zn-dependent NAD(P)-binding oxidoreductase","ECs_2483"
"ecs:ECs_1603","adenylosuccinate lyase","ECs_1603"
"ecs:ECs_4841","6-phosphofructokinase I","ECs_4841"
"ecs:ECs_2314","two-component regulatory system response regulator rstA","ECs_2314"
"ecs:ECs_2062","pseudogene","ECs_2062"
"ecs:ECs_R0048","tRNA-Ser","ECs_R0048"
"ecs:ECs_0981","anaerobic dimethyl sulfoxide reductase subunit C","ECs_0981"
"ecs:ECs_4332","(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase","ECs_4332"
"ecs:ECs_4276","glycogen debranching enzyme","ECs_4276"
"ecs:ECs_3487","T3SS secreted effector EspW","ECs_3487"
"ecs:ECs_5362","hypothetical protein","ECs_5362"
"ecs:ECs_0943","arginine ABC transporter periplasmic binding protein","ECs_0943"
"ecs:ECs_4249","transcriptional accessory protein","ECs_4249"
"ecs:ECs_2987","phage replication protein","ECs_2987"
"ecs:ECs_2037","BenE family inner membrane transporter","ECs_2037"
"ecs:ECs_4889","argininosuccinate lyase","ECs_4889"
"ecs:ECs_2706","two-component system sensor histidine kinase YedV","ECs_2706"
"ecs:ECs_3800","transporter","ECs_3800"
"ecs:ECs_3496","hypothetical protein","ECs_3496"
"ecs:ECs_1215","phage endopeptidase","ECs_1215"
"ecs:ECs_3348","hydrogenase 4 membrane subunit","ECs_3348"
"ecs:ECs_2121","autoinducer 2 import system permease protein","ECs_2121"
"ecs:ECs_0014","chaperone Hsp70","ECs_0014"
"ecs:ECs_1794","hypothetical protein","ECs_1794"
"ecs:ECs_3026","tRNA-dihydrouridine synthase C","ECs_3026"
"ecs:ECs_3044","inner membrane protein","ECs_3044"
"ecs:ECs_4826","enzyme IIA component of PTS","ECs_4826"
"ecs:ECs_4370","oligopeptidase A","ECs_4370"
"ecs:ECs_4033","nucleoside-diphosphate-sugar epimerase","ECs_4033"
"ecs:ECs_2281","hypothetical protein","ECs_2281"
"ecs:ECs_0017","pH-dependent sodium/proton antiporter","ECs_0017"
"ecs:ECs_1416","curlin secretion specificity factor","ECs_1416"
"ecs:ECs_4140","outer membrane protein","ECs_4140"
"ecs:ECs_5755","bacterioferritin-associated ferredoxin","ECs_5755"
"ecs:ECs_R0067","tRNA-Cys","ECs_R0067"
"ecs:ECs_0714","ferric iron uptake regulon transcriptional repressor","ECs_0714"
"ecs:ECs_3573","protease involved in processing C-terminal end of HycE","ECs_3573"
"ecs:ECs_3160","NADH-quinone oxidoreductase subunit N","ECs_3160"
"ecs:ECs_2077","aromatic amino acid exporter","ECs_2077"
"ecs:ECs_3593","phenylacrylic acid decarboxylase","ECs_3593"
"ecs:ECs_R0028","tRNA-Thr","ECs_R0028"
"ecs:ECs_4308","toxin-antitoxin system antitoxin component","ECs_4308"
"ecs:ECs_1960","hypothetical protein","ECs_1960"
"ecs:ECs_2463","molybdopterin synthase sulfurtransferase","ECs_2463"
"ecs:ECs_0417","sensor histidine protein kinase","ECs_0417"
"ecs:ECs_3737","hypothetical protein","ECs_3737"
"ecs:ECs_4425","KDO phosphoethanolamine transferase","ECs_4425"
"ecs:ECs_4528","hypothetical protein","ECs_4528"
"ecs:ECs_5126","hypothetical protein","ECs_5126"
"ecs:ECs_3226","hypothetical protein","ECs_3226"
"ecs:ECs_5343","purine nucleoside phosphorylase","ECs_5343"
"ecs:ECs_0170","methionine aminopeptidase","ECs_0170"
"ecs:ECs_2826","imidazole glycerol phosphate synthase catalytic subunit","ECs_2826"
"ecs:ECs_0335","oxidoreductase","ECs_0335"
"ecs:ECs_4217","nitrite reductase (NADH) small subunit","ECs_4217"
"ecs:ECs_5710","hypothetical protein","ECs_5710"
"ecs:ECs_4058","23S rRNA U2552 2'-O-ribose methyltransferase","ECs_4058"
"ecs:ECs_3597","L-isoaspartate protein carboxylmethyltransferase type II","ECs_3597"
"ecs:ECs_0156","iron(3+)-hydroxamate import ABC transporter periplasmic binding protein","ECs_0156"
"ecs:ECs_3833","periplasmic L-asparaginase 2","ECs_3833"
"ecs:ECs_1554","phage minor tail protein","ECs_1554"
"ecs:ECs_4152","peptide deformylase","ECs_4152"
"ecs:ECs_1101","hypothetical protein","ECs_1101"
"ecs:ECs_3334","N-succinyl-diaminopimelate deacylase","ECs_3334"
"ecs:ECs_3944","L-tartrate dehydratase alpha subunit","ECs_3944"
"ecs:ECs_2972","hypothetical protein","ECs_2972"
"ecs:ECs_2381","oxidoreductase","ECs_2381"
"ecs:ECs_0948","lipoprotein","ECs_0948"
"ecs:ECs_2964","phage terminase small subunit","ECs_2964"
"ecs:ECs_3575","hydrogenase 3 and formate hydrogenase complex HycG subunit","ECs_3575"
"ecs:ECs_3673","membrane-bound lytic murein transglycosylase A","ECs_3673"
"ecs:ECs_1558","phage tail assembly protein","ECs_1558"
"ecs:ECs_2519","hypothetical protein","ECs_2519"
"ecs:ECs_2489","D-hexose-6-phosphate epimerase-like protein","ECs_2489"
